,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.5745530605316163,0.3188112922342691,0.04215073585510254,0.012024477327139448,10,{'n_estimators': 10},0.9880952380952381,1.0,1.0,1.0,1.0,0.9976190476190476,0.004761904761904744,4
1,1.9722720623016357,0.22431169197143128,0.10080699920654297,0.023368259864906114,50,{'n_estimators': 50},0.9857142857142858,1.0,1.0,1.0,1.0,0.9971428571428571,0.0057142857142856935,5
2,2.835495376586914,0.6620790463431346,0.15003705024719238,0.06039781245180567,100,{'n_estimators': 100},0.9928571428571429,1.0,1.0,1.0,1.0,0.9985714285714286,0.0028571428571428467,2
3,5.161607122421264,0.9699718400530991,0.1901644229888916,0.005841399943445998,300,{'n_estimators': 300},0.9928571428571429,1.0,1.0,1.0,1.0,0.9985714285714286,0.0028571428571428467,2
4,8.133464813232422,1.2874061466855415,0.33672418594360354,0.06009657537489156,500,{'n_estimators': 500},0.9952380952380953,1.0,1.0,1.0,1.0,0.9990476190476191,0.001904761904761898,1
